topik	text
4	"Kupper András , a párt budapesti elnöke nem kívánta megnevezni az MTI-nek a párt jelöltjeit , de megerősítette , hogy a sajtóban emlegetett Tarlós István III . kerületi polgármester "" az esélyes hat személy között van "" ."
2	Forrásaink egyébként megjegyezték , nincs igazán nagy tülekedés a Fideszben a főpolgármester-jelöltségért , általában ugyanis nem bíznak pártjuk sikerében az őszi választáson .
4	Kupper az MTI-nek úgy nyilatkozott : a Fidesz frakciójában nem várhatóak nagy változások , mivel az országgyűlési választásokon nőtt a párt támogatottsága Budapesten .
2	Csaknem másfél évtizedes mélypontra zuhant a kilenc éve kormányzó brit Munkáspárt népszerűsége a kedden közölt legújabb felmérés szerint .
4	Baja Ferenc , a Miniszterelnöki Hivatal ( MeH ) elektronikus kormányzat központjának ( ekk ) kormánymegbízottja szerint a vállalkozók jól vizsgáztak .
4	Négynapos apostoli látogatást kezd csütörtökön Lengyelországban XVI .
10	1997 óta eddig hét Blokker-üzlet égett le Belgiumban - legutóbb egy a múlt héten Lokerenben - és négy Hollandiában .
4	Az OTP részvények ára 148 forinttal , 2,17 százalékkal 6.959 forintra emelkedett .
4	A BUX csütörtökön 372,38 pontos , 1,75 százalékos emelkedéssel , 21.616,56 ponton zárt .
4	Az új tenderre a korábbi 14 helyett 21 ajánlat érkezett , és az első két részteljesítésre már nem csak a HP termékeivel szálltak be eséllyel , a korábbi 8 gyártó helyett pedig 11 versenyezhetett ( a 2. részteljesítésnél megtriplázódott a mezőny ) .
5	"A KSZF második embere , Kéri Nagy Zsolt igazgató válaszlevelében ugyan az IVSZ egyetlen kifogását sem találta jogosnak , sőt a "" vállalkozói oldal félreértéseivel "" magyarázta a felemlegetett problémákat , pár nappal később azonban - miután az Index is kérdezősködött az ügyben - szó nélkül visszavonták a tendert ."
4	A műszaki követelményeken ugyan csak apróságokat változtatott a KSZF , de ez épp elegendőnek bizonyult ahhoz , hogy ezúttal több gyártó és több szállító is eséllyel vehessen részt a versenyben .
5	Válaszában a HP , amely egyébként aláírta az IVSZ tiltakozó levelét , spekulációnak tartotta , hogy a tendert az ő termékeikre írták volna ki .
4	"A Moody's a "" Ba2 / Not Prime "" devizabankbetéti osztályzatokat , valamint az "" A2 "" devizabesorolási országplafont is felminősítési vizsgálat alá vette ."
3	"Bár még távolról sem sikerült kideríteni a teljes igazságot , immár egyértelmű , hogy több európai ország hatóságai aktívan részt vettek a CIA-vel együtt illegális tevékenységekben , mások pedig nem vettek tudomást ezekről , miközben ismerték azokat , vagy éppen szándékosan semmit sem akartak tudni róluk "" - írja az interneten is közzétett jelentésében a svájci törvényhozó ."
3	A téma azóta van folyamatosan a média reflektorfényében , mióta a The Washington Post című amerikai lap tavaly novemberben nyilvánosságra hozta , hogy szerinte a CIA a terrorizmus elleni küzdelem keretében titkos fogolytáborokat üzemeltetett Európában .
4	Dick Martyt az emberi jogok tiszteletben tartásával , a demokratikus intézményrendszer működésével foglalkozó nemzetközi szervezet , az Európa Tanács parlamenti közgyűlésének jogi bizottsága bízta meg azzal , hogy készítsen jelentést az ügyben .
3	"Hozzáteszi azt is , hogy más országok , Románia , Lengyelország , Spanyolország , Írország , Ciprus , Portugália és Görögország felelősnek tekinthetők az illegális államközi transzferekben , a titkos fogvatartásban való "" aktív vagy passzív összejátszás "" miatt ."
1	A katonai felderítés adatai szerint a tálibok nyári offenzívára készülnek , melynek kezdetét akkorra időzítették , amikor az amerikaiaktól a NATO veszi át az ország ellenőrzését .
5	A tavaszi talibán zsongásnak eddig általában az Egyesült Államok brutális válaszcsapásai vetettek véget .
4	Magyarország is bejelentkezett a programba , a magyar közigazgatási szakemberek az elmúlt húsz évben szereztek némi tapasztalatot a békés átmenetben , illetve privatizációs tapasztalataik is vannak egy ország kapitalista újjáépítéséhez .
2	A VEKE szerint a nagykörúti felújítás átgondolatlan , rosszul megtervezett és kivitelezett volt , aminek az utasok látják majd kárát és látták már a szombati üzemzavar idején is .
2	Metrópótlókat kellett bevetni A VEKE szerint a villamosok áramellátásának mostani megváltoztatása miatt egy-egy ilyen esetben 20-40 perces szolgáltatáskiesés keletkezik , más vonalakról kell autóbuszokat pótlásra átcsoportosítani , így még azok az utasok is hátrányt szenvednek , akik nem is az érintett útvonalon utaznak .
5	Demszky nem ért egyet azzal sem , hogy a benyújtott módosítás megtartja a kétszintű önkormányzati rendszert , mert így nem lehet biztosítani a főváros egységes működését .
2	Görögországban a 16-24 évesek 32 , Olaszországban 28 százalékánál hiányzik a vizsgált tudásanyag .
4	Molnár Csaba , az MSZP megyei elnöke a sajtótájékoztatón kijelentette : a szocialisták részt vesznek bármely parlamenti párt által kezdeményezett tárgyalássorozaton , amelyen előre lehet vinni a megye ügyeit .
2	Központ A Fidesz kedden közleményben jelentette be , hogy július 1-től a Polgárok Házában működik tovább a párt központi hivatala , amely a párt adósságok miatt feladott Szentkirályi utcai bérelt székházból költözik az intézménybe .
4	Az elmúlt hónapokban Kubatov Gábor , volt soroksári pártelnök futott be gyors karriert Orbánnal .
4	A vereség ellenére Kubatov továbbra is a pártelnök bizalmasa maradt , sőt először a Várhegyi Attila távozása után megüresedett kampányigazgatói , majd a pártigazgatói posztot is ráruházta .
4	A tandíj ügyében mindenképpen , hiszen Magyar Bálint olyan koncepciót dolgozott ki , amely szerint a tanulási költségeket csak munkába állás után kellett volna törleszteni a magasabb jövedelműeknek .
5	Hiller István eltért volna a Magyar Bálint által örökül hagyott 163 ponttól , amely az oktatási reformok folytatását írja le ?
5	A HÖOK vezetője szerint ma az állam olyan szakokat is támogat , amelyekre semmi szükség nincs a munkaerőpiacon .
5	Oroszország ellenzi , hogy a volt szovjet köztársaság Grúzia belépjen a NATO-ba , és gyanakvással szemléli a szoros amerikai-grúz kapcsolatokat .
4	"Avi Dichter közbiztonsági miniszter szóvivője útján kilátásba helyezte : ha az izraeli tizedes visszanyeri szabadságát és a gázai övezeti palesztinok felhagynak rakétatámadásaikkal , "" akkor Izrael , mint azt a múltban is megtette már , tudja , hogy jóakarata kinyilvánításaként miként engedjen szabadon palesztinokat "" ."
4	Az izraeli kormány egyik tagja pénteken célzást tett arra , hogy Izrael szabadon engedhet palesztin bebörtönzötteket annak az egyiptomi közvetítők által felvetett javaslatnak a részeként , amelynek célja , hogy a zsidó állam visszakapja a palesztin milíciák által csaknem két hete elrabolt katonáját .
2	"A hadsereg magas rangú tisztjei a libanoni kormányt tartják felelősnek a katonák elrablásáért , így ha a katonák nem térnek vissza épségben , Libanon infrastruktúrája fenyegetéseik szerint "" 20 vagy akár 50 évet zuhanhat vissza az időben "" - értsd : porig rombolják az országot ."
4	Izrael 2010-ig tervezi csapatai visszavonását Ciszjordánia legnagyobb részéről , megegyezés hiányában akár egyoldalúan is , csak a legnagyobb zsidó telepek tömbjeit tartaná meg & #8222 ; örökre&#8221 ; .
5	Nem tárgyal , csak néha Gilad Salit Izrael álláspontja a terroristákkal kapcsolatban következetes és teljesen világos .
5	Hiszen szövetségeseik , a keresztények és a drúzok letették a fegyvert , a síita Hezbollah viszont nem , azaz gyakorlatilag a síita szélsőségeseké az egyetlen ütőképes hadsereg az országban .
3	A történelemben volt már példa arra , hogy Izrael mégis teljesítette a terroristák követeléseit .
4	1985-ben három , még három évvel korábban túszul ejtett izraeli katonáért cserébe Izrael szabadon engedett 1150 libanoni és palesztin foglyot .
4	A világ második számú bányatársasága , a Rio Tinto szerdán közölte , hogy a második negyedévben a finomítottréz-termelése 35 százalékkal nagyobb volt , mint egy évvel azelőtt .
2	Kína réz - és réztermékimportja az első félévben 994 254 tonna volt , 24,6 százalékkal kevesebb a tavalyi első félévinél .
4	Már június végén kiderült - a nemzetközi ICSG fémpiaci kutatóintézet statisztikájából - , hogy az idei első negyedévben a finomított réz piacán máris nagyobb volt a kínálat a keresletnél , vagyis a tavalyi irányzat megfordult .
4	A Budapesti Értéktőzsde részvényindexe , a BUX 143,90 pontos emelkedéssel , 20.957,29 ponton nyitott szerdán .
5	A hírben ugyan az állt , hogy az ehhez adott brit kormányzati beleegyezést a liberális demokrata ellenzék élesen bírálta , Margaret Beckett brit külügyminiszter szerda esti nyilatkozatából azonban gyakorlatilag az derült ki , hogy London nem tudott az amerikai bombaszállítmányok nagy-britanniai megállójáról .
2	A lap úgy tudja , a Nemzeti Autópálya Zrt. szakértői több konzorcium pályázati anyagában hibát találtak , így kizárások is várhatók .
1	Irán a sah idején - akit Ahmadinezsád az Irán elleni összeesküvés bábfigurájának nevez - remek viszonyt ápolt Franciaországgal , bukása után Reza Pahlavi sah Párizsba menekült .
4	Ahmadinezsád blogján van kommentelési lehetőség is , ez arra utal , hogy például Gyurcsány Ferenchez hasonlóan az iráni elnök is várja népe visszajelzéseit .
4	Ezután folyamatosan emelkedik a ranglétrán és ezredesi fokozatot ér el Hirinio Morinigo ( 1940-48 ) diktatúrája idején .
4	Paraguay a Gran Chaco régió háromnegyedét szerezte meg a Standard Oil ( manapság az Exxon nevet használja ez a Rockefeller-alapítású olajcég ) pártfogoltjától , Bolíviától , írja a Wikipédia .
3	Stroessnert egy katonai puccs döntötte meg , majd Brazíliába menekült , hogy elkerülje az emberiesség elleni bűnökért való felelősségre vonását .
6	Országreklám ingyen A hídnévszavazásról és Magyarországról Colbertnek köszönhetően egyre több internetes portál ad hírt , de a voksolásnak köszönhetően hazánk egy héten belül immár háromszor szerepelt Colbert műsorában is , az elsősorban az amerikai hír - és magazinműsorokat és azok stílusát kifigurázó Colbert Reportban .
4	"A minisztériumi illetékesek hozzáteszik ugyanakkor : "" A második forduló legtöbb voksát elnyert névjavaslat , amely megfelel e bizottság elvárásainak , valóban jó eséllyel válhat az M0 Északi-híd nevévé . """
8	László Boglár az MTI-nek vasárnap elmondta : a miniszterelnök augusztus 20-án részt vett a délelőtti állami ünnepségen , majd a családjával a Balatonra utazott , és együtt nézték a Balaton partján egymást követő tűzijátékokat .
2	Blair a szándéka bejelentésével önmagát és pártját is lebénította , a távozás időpontjának lebegtetése pedig csak fokozza a bizonytalanságot .
2	Távol áll Róma a kritériumok teljesítésétől a költségvetési deficit / GDP arányt illetően is : a megengedett 3 százalék helyett idén a kormány prognózisa szerint 4 százalék várható .
4	Az OTP 76 forinttal erősödött , 6381 forintra emelkedett az árfolyama .
4	Ez a dél-koreai Daewootól nemrégiben a román kormány kezébe került összeszerelő üzem szakmai befektetője lesz , a cég iránt a hírek szerint a Ford , a General Motors , a Renault és a kínai Chery Automobile is érdeklődik .
5	A Hezbollah libanoni síita szervezet elleni ( július 12. és augusztus 14. között vívott ) háború előtt az izraeliek 49 százaléka ellenezte és 48 százaléka helyeselte volna , ha Izrael tárgyalásokat kezd a Hamásszal .
4	A Budapesti Értéktőzsde részvényindexe a mínusz 171 pontos nyitás után enyhén emelkedett kedden délelőtt .
5	A Novotrade igazgatósága korábban nem javasolta az ajánlat elfogadását , azzal az indokkal , hogy bár az ajánlati ár a saját tőke egy részvényre jutó összegének közelében van , figyelembe kell venni , hogy a társaság papírjainak piaci ára az elmúlt időszakban növekvő tendenciát mutatott és azt , hogy a napelemgyártó vállalatok piaci értéke nemzetközi szinten magas .
4	A Budapesti Értéktőzsde honlapján hétfőn közölt értékelés szerint a Senex Consulting Könyvszakértő és Tanácsadó Kft. pénzügyi szempontból méltányosnak ítéli az ajánlatot , feltételezve , hogy a Novotrade működésében nem következik be számottevő változás a nyilvános ajánlat megtételekor meglévő állapothoz képest .
5	A kizárási indítvány pár perccel Robert Fico ( Smer ) miniszterelnöki kinevezése után történt .
5	"Túlpolitizált , túlságosan igazságtalan , egyszersmind megalapozatlan is "" - idézte a TASR a Fico kormány másik koalíciós partnerpártjához , a Vladimír Meciar vezette Néppárt - HZDS-hez tartozó szlovák külügyi államtitkár , Diana Strofová szavait ."
5	Bugár nem működik együtt Ficóval Bugár Béla , az MKP elnöke az MTI megkeresésére , személyes véleményének hangot adva megerősítette korábbi álláspontját , miszerint pártja a jövőben semmilyen körülmények között , még politikai válságból eredő kormányátalakítási kényszer esetén nem vállalkozik politikai együttműködésre Ficóval .
4	A miniszterelnök szavait Silja Sepping , a Lehman Brothers londoni elemzője idézte fel , aki a Portfolio . hu angol nyelvű oldalán részletesen ismertetett beszámolója szerint hitelesnek és őszintének találta a miniszterelnököt , és hasonló véleményt fogalmazott meg néhány befektető is .
4	Ugyanakkor Gulyás az Indexnek elmondta : 30 milliárd forintra lenne feltétlenül szükségük a felszíni beruházásoknál , minthogy a Kálvin és a Fővám tér átépítése elengedhetetlen a négyes metróhoz .
4	Demszky korábban nyilatkozott arról is : reméli , a kormány nem hátrál ki a metróberuházásból .
5	Belgráddal májusban már befagyasztották a csatlakozási tárgyalásokat , melyek újraindítását attól tették függővé , hogy a szerb hatóságok kiadják a háborús bűnökkel vádolt Ratko Mladicot , akit több közvetett bizonyíték szerint a szerb hatóságok bujtatnak .
5	Oli Rehn a szólásszabadságot korlátozó , hirhedt 301-es paragrafus eltörlésére célzott , mely alapján tömegesen indítanak eljárást a Törökországot sértő véleményeket publikálók , például az örmény népirtást tényként bemutató török írók ellen .
2	Korlátozott szabadság Törökországnak a november 8-i országjelentésig meg kéne változtatnia büntetőtörvénykönyvét .
2	"A május óta történtekről szóló összefoglalójában Carla del Ponte "" semmi pozitívumot "" sem tudott kiemelni , hiszen "" Mladic még mindig nincs Hágában "" , jelentette a BBC ."
2	Szerbia helyzete még Törökországénál is rosszabb , írja a BBC .
4	Orbán Viktor demokrata , nem konfliktuskereső beszédet tartott október 23-án délután az Astoriánál , értékelte az Indexnek az eseményt Török Gábor politológus , a Vision Consulting igazgatója .
4	A népszavazási javaslat több szempontból is kiválóan megfelel Orbán céljainak .
4	( A Magyar Köztársaság alkotmánya , 28 / C. § , ( 5. ) bekezdés ) A folyamat akár az egész országnak is hasznos lehet , mondta Török , hiszen eddig elmaradt a reformjavaslatok , az ország jelenlegi helyzetéből kivezető út alapos megvitatása , a népszavazási kérdések kapcsán pedig végre sor kerülhet erre .
3	Lefestettek és megrongáltak egy Combinót a Nagykörúton - értesült az Index a BKV sajtóosztályától .
3	Az Afganisztánban állomásozó , NATO-parancsnokság alatt álló nemzetközi biztonsági erők szóvivője pénteken megerősítette , hogy 12 civil áldozata volt az ugyancsak dél-afganisztáni Kandahár tartományban tálibok állásai ellen intézett keddi bombázásoknak .
2	A Budapesti Értéktőzsde részvényindexe a mínusz 134,24 pontos nyitás után csökkent hétfőn délelőtt .
2	A BUX 11.30 órakor 22 398,74 ponton állt , ami a pénteki záró értékhez képest 340,17 pontos , 1,50 százalékos csökkenés , a hétfői nyitó árfolyamnál 205,93 ponttal alacsonyabb .
4	A pénzforgalmi többlet ( EBITDA ) 86 százalékkal 1,64 milliárd euróra ugrott a tavalyi első kilenchavi 886 millióhoz képest .
3	A tájékoztatás szerint az ütközetet , amelyben a hatalmától öt éve megfosztott vallási fanatikus tálib rezsim további 20 fegyveres híve megsebesült , a Zábul tartománybeli Dajcsopán körzetben vívták .
5	"Mindez különösen érdekes annak tükrében , hogy az amerikaiak 41 százaléka szerint Isten nem is emberi formájú , hanem "" lélek vagy erő , ami emberi formát is ölthet "" ."
3	Mélyen megdöbbentette az Európai Unió illetékeseit a Gázai övezetben szerdán végrehajtott izraeli tüzérségi támadás , amely tizennyolc palesztin halálos áldozatot követelt .
4	A svéd szakértő szerdán tárgyal Dragutin Mate szlovén belügyminiszterrel , valamint a roma közösség védelmére létesített kormánybizottság elnökével és az érintett cigány családdal .
5	Az olasz miniszterelnöki hivatal megerősítette , hogy a kormány új titkosszolgálati vezetők kinevezéséről tanácskozott , Pollari leváltását azonban egyelőre nem erősítette meg .
4	A békéért cserébe Izrael kivonulna több ciszjordániai településről , bár Olmert most nem tért ki a libanoni konfliktus után félretett egyoldalú kivonulásra .
4	A tűzszünet megkötése óriási lépésnek tekinthető a 2000-ben leállt békefolyamatban , de Olmert szigorú feltételekhez kötötte a tárgyalások újrafelvételét , ezeket a mérsékelt Fatah-párti Mahmúd Abbász palesztin elnökkel egyeztette .
4	A tömegközlekedés nemcsak biztonságos , de gyors is : miközben autósok ezrei káromkodnak miattunk , hogy például a Váci úton , az Árpád és az északi összekötő híd közötti szakaszt több mint egy órába telik megtenni az egyenként ellenőrzött járművek miatt , a metró percek alatt Újpestre - az útzáron kívülre - juttat bennünket .
2	Ez az első lépése az előkészítetlen , országosan összehangolatlan , szakmailag megalapozatlan aktív ágy csökkentésnek & #8211 ; mondta Mikola István , a Fidesz szakpolitikusa .
5	A NEK pénteki ülésén úgy döntött : december 21-én petíciót ad át az Országgyűlés elnökének , illetve a miniszterelnöknek a Kossuth téren , amelyben követelik az egészségügyet érintő törvénytervezetek , illetve az Egészségbiztosítási Alapra vonatkozó 2007. évi költségvetés visszavonását .
2	A Főpolgármesteri Hivatal szerint a várható díjkompenzáció nyomán átlagosan csak 6,5 százalékkal drágul a távfűtés a fogyasztók számára - ez januárra vonatkozó adat , a fűtési szezon után kompenzációval együtt is lesz további drágulás , a már említett plusz 8,4 százalék miatt .
2	Először tavasszal hirdették meg a területet , de július 25-ig csak két pályázó jelentkezett , a KVI azonban egyik ajánlatot sem tartotta megfelelőnek .
4	Török Zoltán hangsúlyozta , hogy az elemzők a további reformlépéseket várnak a nyugdíj - , a közoktatási - és az önkormányzati rendszerekben .
4	Michael Humphreys a bolgár sajtónak kijelentette , hogy a belénei ( már épülő ) atomerőmű létrehozása elfogadható , amennyiben a biztonságra vonatkozó minden feltételt teljesítik .
2	Forrásaink szerint nem tarthatja meg ügyvezető alelnöki posztját Lénárt László sem , az egyik forgatókönyv szerint Molnár Zsolt II . kerületi pártelnök lehetne az utód , egy másik eshetőség szerint ezt az alelnöki posztot kapná meg Szanyi .
4	"Steiner Páltól Burány Sándoron Kaszab Csabán át Horváth Csabáig , vagy éppen Hagyó Miklósig , hogy csak az ismertebb neveket emeljük ki A vita azért hozott össze egymással addig nem szövetkező szivárványkoalíciót , mert a "" régiek "" az országgyűlési választások előtt szerették volna lezavarni az őszi önkormányzati listaállítást is ."
5	Németh Erzsébet a jelölt a humánpolitikai főpolgármester-helyettesi posztra , az új felállásban biztosan nem ragaszkodnak majd személyéhez .
4	Mivel mindkét fél támogatta az ötletet , 2007 nyarától az Oktatási és Kulturális Minisztérium szervezésében magyar újságírók látogathatnak el a jeruzsálemi intézménybe .
5	Szó sincs erről & ndash ; mondta kérdésünkre Süth Miklós főállatorvos , aki szerint félreértették a szavait .
5	A vezérkari főnököt , csakúgy mint a miniszterelnököt és a védelmi minisztert , élesen bírálta a közvélemény és a média a Hezbollah ellen indított műveletek miatt .
3	A tavaly július 12. és augusztus 14. között vívott háborúban , dacára a katonai és politikai vezetők fogadkozásainak , az izraeli hadsereg nem tudta megakadályozni , hogy a Hezbollah gerillái rakétákat lőjenek ki Észak-Izraelre .
2	A művelet fő céljai nem teljesültek , azaz nem sikerült kiszabadítani a Hezbollah harcosai által elrabolt két izraeli katonát , és nem mértek vereséget a libanoni szervezetre .
4	Rodrigo Rato az idei növekedési kilátásokat értékelve kijelentette , hogy a néhány hónappal ezelőtti állapotokhoz képest a globális gazdaságot veszélyeztető főbb kockázatok enyhültek .
4	Az évtized eleji lassuláshoz képest döntő eltérésnek mondta Rato , hogy az Egyesült Államok gazdaságában észlelhető lendületvesztés nem gyűrűzik át a világgazdaság egészére .
1	Egyedüli nagyobb veszélynek a dollárba vetett befektetői bizalom hirtelen megrendülését tartja az IMF vezetője , mert az kikényszeríthetné az amerikai kamatok erőteljes növelését és a globális gazdaság drámai lassulását .
4	A polgármesterek túlterheltnek érzik magukat A Szentendréről menetrend szerint 9.35 órakor induló HÉV-szerelvénnyel utaztak Budapestre a Pilis-Dunakanyari Kistérség 13 településének képviselői a Pest megyei önkormányzat elnökéhez , hogy részt vegyenek azon a tárgyaláson , amelyet a bérletárak lehetséges kompenzációjáról folytatnak a gazdasági minisztérium és a fővárosi önkormányzat képviselőivel .
4	Gyurcsány intézte Kókánál Gyurcsány Ferenc miniszterelnök szerdán kérte fel Kóka János gazdasági és közlekedési minisztert , hogy a tárca a források átcsoportosításával járuljon hozzá a budapesti agglomerációs közlekedésben kialakult helyzet minél előbbi rendezéséhez .
5	Kifejtette azt is , véleménye szerint az ideális BKV-bérletek rendszeréhez való visszatérést úgy lehetne megoldani , ha ennek költségeit a kormány , a minisztériumok és a BKV vállalná át , nem pedig a túlterhelt önkormányzatok .
4	Garamhegyi Ábel , a gazdasági minisztérium államtitkára elmondta , bízik abban , hogy az agglomerációs önkormányzatok is osztoznak a felelősségben , és részt vállalnak majd a települések lakói terheinek csökkentésében .
4	Hagyó fontosnak tartja , hogy az új konstrukcióban a nyugdíjasok is ismét jelentősen olcsóbban közlekedhetnének a buszokon és a HÉV-eken .
8	Chávez , aki a műtét óta meglátogatta politikai szövetségesét betegágyánál , és gyakran beszélget vele telefonon , úgy véli , hogy Castro gyógyulófélben van .
4	"Mindent megteszünk azért , hogy mindenki és minden mielőbb itthon legyen "" - fogalmazott Fico , aki még a tavaly nyáron tartott előre hozott parlamenti választás kampányában megígérte , hogy ha kormányra kerül , első feladatainak egyike lesz a szlovák katonai csoport hazahívása ."
4	A függetlenedés muníciót adna nekik Dél-Oszétia , Abházia és Transzdnyisztria - azaz , a Koszovóhoz hasonlóan szakadár , oroszbarát kváziállamocskák - ügyében .
5	De nem is annyira a szerbiai szerbek az érdekesek , hanem a boszniaiak , akik természetesen azt a téves következtetést vonhatják le , hogy akkor ők is kiválhatnak Boszniából .
5	Ha Koszovó függetlenné válik , az EU kevés dologgal édesgetheti magához ( tarthatja sakkban ) Szerbiát .
5	Az öt állandó tag közül ráadásul még Franciaország is húzódozik .
5	"Függetlenségre várnak Amennyiben teljesül az albánok álma - nem is álom , a Koszovót 1999 óta irányító ENSZ-közigazgatás számos tisztviselője , informátorunk szerint , "" sok sületlen baromságot hordott össze a függetlenségről "" , azaz az albánok tényként kezelik , hogy függetlenek lesznek - , akkor Szerbia valószínűleg radikalizálódni fog ."
5	Kína : A szintén állandó BT-tag Kína feltűnően hallgat Koszovó ügyében .
4	Ilyen volt például néhány napja a Csepel papírjainak több napon keresztüli & #8211 ; naponta 20 százalékos , egy hónapon belül több mint 200 százalékos erősödést produkáló & #8211 ; száguldása .
5	Több száz tüntető Veszprémben is Veszprémben a rendőrség már a kormányfő érkezése előtt egy órával lezárta a forgalom elől a városháza előtti Óváros tér egy részét és az oda vezető Rákóczi utcát - írja az MTI .
3	Péntek hajnalban az iraki hadsereg egyenruháiba öltözött fegyveresek betörtek a Bagdadtól 75 kilométerre délre fekvő , túlnyomórészt síiták lakta Imám faluba , és 13 civilt elraboltak .
4	Áraikat valamivel a számukra mértékadó Four Seasons Greshaméi alá állítják be .
4	Hamarosan új , kivételes adottságokkal rendelkező felső kategóriás szállodával bővül Budapest idegenforgalmi kínálata ; egy éven belül átadják a Baglioni Hotel & SpA Ráczot & #8211 ; közölte érdeklődésünkre Prekuta Bálint , a beruházó Rác Nosztalgia Kft. egyik tulajdonosa .
4	Az egykori államfő Meshed szentvárosában diákok előtt úgy nyilatkozott , hogy Teherán az Iránnal szembeni amerikai jóakarat kinyilvánítása esetén hajlandó eltávolítani az akadályokat a tárgyalások elől , jelentette az IRNA iráni hírügynökség .
2	A szerdán közölt gyorsjelentés szerint a Gardénia árbevétele 21 százalékkal 1,5 milliárd forintra csökkent .
4	Az elemző kérdésesnek tartja , hogy az OTP folytatja-e a pénteki jelentős drágulást .
4	A BUX 241,07 pontos , 1,00 százalékos emelkedéssel , 24 257,82 ponton zárt pénteken .
3	Az Európai Bizottság által 2004&#8211 ; 2006 között elvégzett vizsgálat szerint az érintett kilenc légicég & #8211 ; Aero Rent , Tatarstan , Atlant-Szojuz , Aviacon Zitotrans , Zentr Avia , Gazpromavia , LUKoil , Russzkoje Nyebo , UTair & #8211 ; számos esetben megszegte a légi közlekedési és biztonsági előírásokat .
4	Franciaországban , ahol valódi és komoly születéstámogató politika érvényesül , 1,9 , Németországban viszont csak 1,4 .
3	Ugyancsak a Mehr idézte Musztafa Pur-Mohammadi iráni belügyminisztert , aki rámutatott , hogy a határ másik oldalán a terroristák akciói jól szervezettek , így ez az iráni határszakasz sebezhető .
4	A 71 éves arizonai szenátor , aki 1973-ban egyfajta nemzeti hős lett , miután hat év után kiszabadult vietnami fogságából , szerdán este a CBS tv-csatornán , David Letterman talk-show-jában közölte szándékát .
2	McCain 2000-ben az előválasztásokon szenvedett vereséget a később elnökké választott ifjabb George Bushtól .
4	Miután Bush elnök az amerikai alkotmány értelmében két ciklus után távozik a Fehér Házból , már a választások előtt több mint másfél évvel többen jelentkeztek a republikánus elnökjelöltségre .
5	Szerintük Öcalan nem is igazán beteg .
5	"Gyurcsány beszéde egyfajta antifasiszta egyveleg volt , felemlegetett mindent , ami ilyenkor kötelező : Göncz Árpád 1992. október 23-i , árpádsávos zászlók lengetése közbeni kifütyülését , az újság nevének kiejtése nélkül bírálta "" a radikális antiszemita eszméket "" terjesztő Demokratának nyilatkozó fideszeseket , és elhangzott az ilyenkor nélkülözhetetlen , a demokratikus chartás időket idéző mondat : ha a zsidókat bántják , akkor ő zsidó , ha a cigányokat , akkor cigány ."
5	Az elismerést Navracsics Tibornak köszönhetően gyűjtötte be a miniszterelnök , hiába , a szélsőjobboldali veszély , vagy az azzal való riogatás a baloldal igazi terepe , különösen ilyenkor , megszorítások idején .
5	Rákosi nyilván már régen elvitette volna szegény Soltész Miklóst , akinek ugyanazt tanácsoljuk , mint frakciótársának , Nagy Kálmánnak néhány héttel ezelőtt : a túl erős jelzők visszaütnek , mert mihez hasonlítaná Gyurcsány uralmát akkor , ha egyszer az éj leple alatt szednének össze ellenzéki politikusokat a fekete Pobedával .
1	Az OPEC retteg az olajtartalékoktól A Kőolaj-exportáló Országok Szervezetének ( OPEC ) az okozza a legnagyobb fejtörést , hogy a túl magas készletek esetleg egy az 1997-98-ashoz hasonló olajárzuhanáshoz vezethetnek .
5	Vadai Ágnes szerint az NBH-nak köszönhetik Az MSZP-s Vadai Ágnes úgy reagált Répássy Róbert szavaira : világossá kell tenni , hogy az ország nem százezer vagy több Fidesz-szimpatizánsból áll , aki megjelenik a nagygyűlésen .
4	Dupla győzelem Répássy Róbert kijelentette : két nap alatt kétszer arattak győzelmet a szabadság magyarországi hívei .
5	"Nyakó szerint "" arra viszont nehéz magyarázatot találni "" , hogy Szijjártó miért vette elő most a történetet , amit egy hete már megírt a sajtó ."
5	Szijjártó Péter szerint egyértelmű , hogy Gyurcsány Ferenc saját PR-jára akar elkölteni 104 millió forintot az adófizetők pénzéből , amikor az államigazgatás reformjára újabb 104 milliós tendert hirdetnek meg .
4	Az üzletek mennyiségét tekintve az ukránok fejl&#245 ; dtek a leggyorsabban , megel&#245 ; zve az oroszokat és a szlovákokat , a piaci érték szerint viszont a horvát után a magyar M&A piac n&#245 ; tt a leggyorsabban , míg Oroszország ezen a listán a harmadik lett .
4	A testület végül elfogadta a főkapitány tájékoztatóját - amelyet Gergényi nem akart kiegészíteni .
2	Arra kérte Gergényi Péter budapesti rendőrfőkapitányt a Fővárosi Közgyűlés Városrendészeti bizottságának szerdai ülésén Kosztolányi Dénes ( Fidesz ) , hogy a főkapitány kérje nyugdíjazását ; mint mondta , a frakció véleménye szerint a Gergényi alkalmatlan a feladatára .
4	"Oroszország pusztán egyenjogú együttműködésre törekszik Európával és nincsenek az egykori Szovjetunióhoz hasonló szándékai "" - igyekezett eloszlatni egy vezető moszkvai diplomata azokat a félelmeket , amelyek szerint az európai , így a magyar piacon tulajdont szerző orosz vállalatok nyomában terjed a Kreml befolyása is , mivel ezek a cégek gyakran állami ellenőrzés alatt állnak , s netán monopolista felfogást vallanak ."
